,llama3-70b-8192,mixtral-8x7b-32768,gemma-7b-it
v2.1-custom1,0.0,0.0,0.0
v2.1-custom2,0.0,0.0,0.0
v2.1-json,0.0,0.0,0.0
v2.1-md,0.0,0.0,0.0
v2.1-html,0.0,0.0,0.0
v2.1-custom4,0.0,0.0,0.0
v2.1-unstruct,0.0,0.0,0.0
