,llama3-70b-8192,mixtral-8x7b-32768,gemma-7b-it
v2.1-unstruct,0.5451671137399658,0.4669561585325134,0.3833990201348874
v2.1-md,0.5339719691447248,0.4481394093316319,0.33487789729868794
v2.1-json,0.5134950969517587,0.49362017171658146,0.3670802994692456
v2.1-html,0.5268898893025373,0.49310417199130335,0.3205971283393916
v2.1-custom1,0.5117322412568972,0.45880859393439294,0.3405576741679017
v2.1-custom2,0.5289774215235431,0.463618650462334,0.32882298121237236
v2.1-custom4,0.5363363959271947,0.4304338706822755,0.3344321621407435
