,llama3-70b-8192,mixtral-8x7b-32768,gemma-7b-it
v2.1-unstruct,0.35052606885130744,0.2986292861480627,0.2688928334291323
v2.1-md,0.33119051859382026,0.2835604620007713,0.23427802344368584
v2.1-json,0.31965292110381394,0.297635845002996,0.254004756603331
v2.1-html,0.3232081599043175,0.31690992388924594,0.22344645883917585
v2.1-custom1,0.31742484788729103,0.2922100107981096,0.23642218146264554
v2.1-custom2,0.327132777470427,0.3074916505928989,0.22247187305747587
v2.1-custom4,0.33532588945554764,0.2755233398669546,0.23969365675948748
