,llama3-70b-8192,mixtral-8x7b-32768,gemma-7b-it
v2.1-custom1,0.6333634525192547,0.6461538461538462,0.5081081081081081
v2.1-json,0.6375558668534453,0.6179401993355481,0.46486486486486484
v2.1-unstruct,0.6619242365708855,0.5886075949367089,0.5
v2.1-custom4,0.5615384615384615,0.5497076023391813,0.5279187817258884
v2.1-html,0.4292965685097116,0.5602409638554217,0.467005076142132
v2.1-md,0.6068399452804378,0.607843137254902,0.5077720207253886
v2.1-custom2,0.6603981495919746,0.5855263157894737,0.5
