model,llama3-70b-8192,llama3-70b-8192,mixtral-8x7b-32768,mixtral-8x7b-32768,gemma-7b-it,gemma-7b-it
metric,rouge1,rougeL,rouge1,rougeL,rouge1,rougeL
unstructured,0.5420560747663552,0.3177570093457944,0.4736842105263158,0.29824561403508776,0.3448275862068966,0.2298850574712644
json-structured,0.5892857142857143,0.33928571428571425,0.42580645161290326,0.23225806451612904,0.45871559633027525,0.3302752293577982
